TRANSID;CONNID;CONNCOUNTER;CDATE;CTIME;SERVICEID;CONNIDOUT;CONNCOUNTERCOUT;SID;SYSTEMTYPE;TYPE;NAME1;NAME2;USERNAME;TARGETINSTANCE;CALLINGTIME;SENTBYTES;RECEIVEDBYTES
01EF78FCEE104974917C7114CF73E0B2;0464FA5C2C1D8327E10000000A428075;1;2019/6/7;8:16:52;FA163E4CC4F01EE68CC7030173AFFB7E;5CFA64071D2C2783E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5289649;ldcifd4_FD4_04;568,984;119,245;6,325
01EF78FCEE104974917C7114CF73E0B2;0464FA5C2C1D8327E10000000A428075;1;2019/6/7;8:16:52;FA163E4CC4F01EE68CC7030173AFFB7E;5CFA64081D2C2783E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5289649;ldcifd4_FD4_04;175,831;116,104;6,673
04071AF280B849F7B8909CA75FC05DCB;BA0EF85C8FA587D9E10000000A428075;1;2019/6/7;8:37:04;FA163E4CC4F01EE68CC7030173AFFB7E;5CF80EBDA58FD987E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;94,149;9,629;3,773
04071AF280B849F7B8909CA75FC05DCB;BA0EF85C8FA587D9E10000000A428075;1;2019/6/7;8:37:04;FA163E4CC4F01EE68CC7030173AFFB7E;5CF80EBEA58FD987E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;1,937,660;20,396;34,471
047B6E6E46624BE5B944BD860DD81EE3;81D7F95C749698DBE10000000A428075;1;2019/6/7;8:07:24;FA163E4CC4F01EE68CC7030173AFFB7E;0A4280A0DB985CFA1B3B014300000000;1;FD4ADM;ABAP;101;http://ld4090.wdf.sap.corp:1128/SAPHostControl.cgi;POST;;;893,058;980;6,167
0587516A87CE471FB6BFE386C4602EAD;01C6F95C3D687EA7E10000000A428075;1;2019/6/7;8:55:44;FA163E4CC4F01EE68CC7030173AFFB7E;5CF9C604683DA77EE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;529,761;10,971;4,233
0587516A87CE471FB6BFE386C4602EAD;01C6F95C3D687EA7E10000000A428075;1;2019/6/7;8:55:44;FA163E4CC4F01EE68CC7030173AFFB7E;5CF9C605683DA77EE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;302,821;10,953;5,383
0587516A87CE471FB6BFE386C4602EAD;01C6F95C3D687EA7E10000000A428075;1;2019/6/7;8:55:44;FA163E4CC4F01EE68CC7030173AFFB7E;5CF9C606683DA77EE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;413,647;10,993;4,008
0587516A87CE471FB6BFE386C4602EAD;01C6F95C3D687EA7E10000000A428075;1;2019/6/7;8:55:44;FA163E4CC4F01EE68CC7030173AFFB7E;5CF9C607683DA77EE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;181,751;10,979;4,145
05FF88E921FAF1A58111005056032F99;D866BD70886F11E9B765E87D0A4CC092;1;2019/6/7;8:39:17;FA163E4CC4F01EE699A8E03865ABBC52;B8FF88E931CBF1788111005056032F99;1;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;18,174;2,551;1,836
05FF88E921FAF1A58111005056032F99;D866BD70886F11E9B765E87D0A4CC092;1;2019/6/7;8:39:17;FA163E4CC4F01EE699A8E03865ABBC52;B8FF88E931CBF1788111005056032F99;2;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;3,212;1,526;823
05FF88E921FAF1A58111005056032F99;D866BD70886F11E9B765E87D0A4CC092;1;2019/6/7;8:39:17;FA163E4CC4F01EE699A8E03865ABBC52;B8FF88E931CBF1788111005056032F99;3;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;13,258;1,406;866
05FF88E921FAF1A58111005056032F99;D866BD70886F11E9B765E87D0A4CC092;1;2019/6/7;8:39:17;FA163E4CC4F01EE699A8E03865ABBC52;B8FF88E931CBF1788111005056032F99;4;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;883,551;34,314;19,664
05FF88E921FAF1A58111005056032F99;D866BD70886F11E9B765E87D0A4CC092;1;2019/6/7;8:39:17;FA163E4CC4F01EE699A8E03865ABBC52;B8FF88E931CBF1788111005056032F99;5;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;228,609;1,519;934
0934B0A7E01547AF88EC712A74E2EDC6;B453F95C50EA959DE10000000A428075;1;2019/6/7;8:57:33;FA163E4CC4F01EE68CC7030173AFFB7E;5CF953B7EA509D95E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;;0;11,262;0
0934B0A7E01547AF88EC712A74E2EDC6;B453F95C50EA959DE10000000A428075;1;2019/6/7;8:57:33;FA163E4CC4F01EE68CC7030173AFFB7E;5CF953B8EA509D95E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;1,853,673;11,244;4,693
0934B0A7E01547AF88EC712A74E2EDC6;B453F95C50EA959DE10000000A428075;1;2019/6/7;8:57:33;FA163E4CC4F01EE68CC7030173AFFB7E;5CF953B9EA509D95E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;931,342;11,401;49,128
0A9A74C9510B405283CC9F9C76BAC933;FC31F95CC3069FE9E10000000A428075;1;2019/6/7;8:56:25;FA163E4CC4F01EE68CC7030173AFFB7E;5CF931FF06C3E99FE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;1,876,159;17,563;265,850
0A9A74C9510B405283CC9F9C76BAC933;FC31F95CC3069FE9E10000000A428075;1;2019/6/7;8:56:25;FA163E4CC4F01EE68CC7030173AFFB7E;5CF9320006C3E99FE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;1,317,039;14,426;603,693
0AFE88E9E2FDF1DF8111005056032F99;493AD16088F411E9AE6EE87D0A4CC092;1;2019/6/7;8:32:19;FA163E4CC4F01EE699A8E03865ABBC52;C2FE88E9CFDFF1FE8111005056032F99;1;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;11,421;2,551;1,836
0AFE88E9E2FDF1DF8111005056032F99;493AD16088F411E9AE6EE87D0A4CC092;1;2019/6/7;8:32:19;FA163E4CC4F01EE699A8E03865ABBC52;C2FE88E9CFDFF1FE8111005056032F99;3;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;10,601;1,403;859
0AFE88E9E2FDF1DF8111005056032F99;493AD16088F411E9AE6EE87D0A4CC092;1;2019/6/7;8:32:19;FA163E4CC4F01EE699A8E03865ABBC52;C2FE88E9CFDFF1FE8111005056032F99;6;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;925,586;34,317;19,734
0AFE88E9E2FDF1DF8111005056032F99;493AD16088F411E9AE6EE87D0A4CC092;1;2019/6/7;8:32:19;FA163E4CC4F01EE699A8E03865ABBC52;C2FE88E9CFDFF1FE8111005056032F99;7;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;226,653;1,519;934
0AFE88E9E2FDF1DF8111005056032F99;493AD16088F411E9AE6EE87D0A4CC092;1;2019/6/7;8:32:19;FA163E4CC4F01EE699A8E03865ABBC52;C2FE88E9CFDFF1FE8111005056032F99;8;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;6,255;1,359;8,770
0ECD6173338042DDB523F9C5B4A01321;9AD7FA5CD206B677E10000000A428075;1;2019/6/7;8:58:35;FA163E4CC4F01EE68CC7030173AFFB7E;5CFAD79D06D277B6E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;ALAT;;0;11,167;0
0ECD6173338042DDB523F9C5B4A01321;9AD7FA5CD206B677E10000000A428075;1;2019/6/7;8:58:35;FA163E4CC4F01EE68CC7030173AFFB7E;5CFAD79E06D277B6E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;ALAT;ldcifd4_FD4_04;1,693,499;11,149;4,689
0ECD6173338042DDB523F9C5B4A01321;9AD7FA5CD206B677E10000000A428075;1;2019/6/7;8:58:35;FA163E4CC4F01EE68CC7030173AFFB7E;5CFAD79F06D277B6E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;ALAT;ldcifd4_FD4_04;793,407;11,306;49,127
10FF88E97823F18A8111005056032F99;6A299BA088E911E99B30E87D0A4CC092;1;2019/6/7;8:34:31;FA163E4CC4F01EE699A8E03865ABBC52;10FF88E97823F18B8111005056032F99;1;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;9,885;2,551;1,836
10FF88E97823F18A8111005056032F99;6A299BA088E911E99B30E87D0A4CC092;1;2019/6/7;8:34:31;FA163E4CC4F01EE699A8E03865ABBC52;10FF88E97823F18B8111005056032F99;3;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;9,131;1,404;438
10FF88E97823F18A8111005056032F99;6A299BA088E911E99B30E87D0A4CC092;1;2019/6/7;8:34:31;FA163E4CC4F01EE699A8E03865ABBC52;10FF88E97823F18B8111005056032F99;5;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;1,566,950;67,749;23,353
10FF88E97823F18A8111005056032F99;6A299BA088E911E99B30E87D0A4CC092;1;2019/6/7;8:34:31;FA163E4CC4F01EE699A8E03865ABBC52;10FF88E97823F18B8111005056032F99;6;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;534,635;2,624;1,555
10FF88E97823F18A8111005056032F99;6A299BA088E911E99B30E87D0A4CC092;1;2019/6/7;8:34:31;FA163E4CC4F01EE699A8E03865ABBC52;10FF88E97823F18B8111005056032F99;7;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;7,240;4,866;2,343
10FF88E99F23F19F8111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:39:29;FA163E4CC4F01EE699A8E03865ABBC52;C2FF88E988F4F14F8111005056032F99;1;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;12,069;2,551;1,836
10FF88E99F23F19F8111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:39:29;FA163E4CC4F01EE699A8E03865ABBC52;C2FF88E988F4F14F8111005056032F99;2;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;11,217;8,287;5,386
10FF88E99F23F19F8111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:39:29;FA163E4CC4F01EE699A8E03865ABBC52;C2FF88E988F4F14F8111005056032F99;4;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;8,332;1,403;860
10FF88E99F23F19F8111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:39:29;FA163E4CC4F01EE699A8E03865ABBC52;C2FF88E988F4F14F8111005056032F99;8;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;871,152;34,319;19,674
10FF88E99F23F19F8111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:39:29;FA163E4CC4F01EE699A8E03865ABBC52;C2FF88E988F4F14F8111005056032F99;9;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;233,146;1,519;934
14FF88E9A5BEF1F98113005056032416;E54FA31081EB11E99A3BFBFD0A4CDFDB;1;2019/6/7;8:39:38;FA163E4CC4F01EE691FECAF574DAC2BE;C7FF88E94A9EF12A8113005056032416;1;LC1TMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;;wdflbmd21966a_LC1_00;57,732;2,551;1,838
14FF88E9A5BEF1F98113005056032416;E54FA31081EB11E99A3BFBFD0A4CDFDB;1;2019/6/7;8:39:38;FA163E4CC4F01EE691FECAF574DAC2BE;C7FF88E94A9EF12A8113005056032416;3;LC1TMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;;wdflbmd21966a_LC1_00;106,086;1,407;895
14FF88E9A5BEF1F98113005056032416;E54FA31081EB11E99A3BFBFD0A4CDFDB;1;2019/6/7;8:39:38;FA163E4CC4F01EE691FECAF574DAC2BE;C7FF88E94A9EF12A8113005056032416;6;LC1TMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;;wdflbmd21966a_LC1_00;1,707,432;34,316;19,657
14FF88E9A5BEF1F98113005056032416;E54FA31081EB11E99A3BFBFD0A4CDFDB;1;2019/6/7;8:39:38;FA163E4CC4F01EE691FECAF574DAC2BE;C7FF88E94A9EF12A8113005056032416;7;LC1TMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;;wdflbmd21966a_LC1_00;307,915;1,519;934
14FF88E9A5BEF1F98113005056032416;E54FA31081EB11E99A3BFBFD0A4CDFDB;1;2019/6/7;8:39:38;FA163E4CC4F01EE691FECAF574DAC2BE;C7FF88E94A9EF12A8113005056032416;8;LC1TMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;;wdflbmd21966a_LC1_00;24,643;1,359;9,976
16E5733A190B4E2B8B0AD76802118F10;028CF85C0B582B0EE10000000A428075;1;2019/6/7;8:30:33;FA163E4CC4F01EE68CC7030173AFFB7E;5CF88C05580B0E2BE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;107,553;9,629;3,775
16E5733A190B4E2B8B0AD76802118F10;028CF85C0B582B0EE10000000A428075;1;2019/6/7;8:30:33;FA163E4CC4F01EE68CC7030173AFFB7E;5CF88C06580B0E2BE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;2,041,992;20,396;34,473
16F669F4FE8A4F72BF5FC8A80D61B495;A320F95C7F178C9DE10000000A428075;1;2019/6/7;8:30:31;FA163E4CC4F01EE68CC7030173AFFB7E;5CF920A6177F9D8CE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;99,562;9,629;3,774
16F669F4FE8A4F72BF5FC8A80D61B495;A320F95C7F178C9DE10000000A428075;1;2019/6/7;8:30:31;FA163E4CC4F01EE68CC7030173AFFB7E;5CF920A7177F9D8CE10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;C5287796;ldcifd4_FD4_04;883,411;18,889;76,221
1992EB33B37F4C4A81204673969AE72C;DA39FA5C18048527E10000000A428075;1;2019/6/7;8:59:21;FA163E4CC4F01EE68CC7030173AFFB7E;5CFA39DD04182785E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;;0;11,262;0
1992EB33B37F4C4A81204673969AE72C;DA39FA5C18048527E10000000A428075;1;2019/6/7;8:59:21;FA163E4CC4F01EE68CC7030173AFFB7E;5CFA39DE04182785E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;1,948,119;11,244;4,690
1992EB33B37F4C4A81204673969AE72C;DA39FA5C18048527E10000000A428075;1;2019/6/7;8:59:21;FA163E4CC4F01EE68CC7030173AFFB7E;5CFA39DF04182785E10000000A428075;1;FD4ADM;ABAP;254;/IWBEP/FM_MGW_HANDLE_REQUEST;/IWBEP/CL_MGW_QUERY_SCHEDULER=CP;BABUTZKAJ;ldcifd4_FD4_04;930,072;11,401;49,128
1BFC88E9D457F1288111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:14:29;FA163E4CC4F01EE699A8E03865ABBC52;42FC88E9440AF14D8111005056032F99;1;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;16,594;2,551;1,836
1BFC88E9D457F1288111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:14:29;FA163E4CC4F01EE699A8E03865ABBC52;42FC88E9440AF14D8111005056032F99;2;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;8,188;8,287;5,386
1BFC88E9D457F1288111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:14:29;FA163E4CC4F01EE699A8E03865ABBC52;42FC88E9440AF14D8111005056032F99;4;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;10,028;1,403;860
1BFC88E9D457F1288111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:14:29;FA163E4CC4F01EE699A8E03865ABBC52;42FC88E9440AF14D8111005056032F99;8;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;1,367,461;34,319;19,722
1BFC88E9D457F1288111005056032F99;34BB249088EC11E9A29FE87D0A4CC092;1;2019/6/7;8:14:29;FA163E4CC4F01EE699A8E03865ABBC52;42FC88E9440AF14D8111005056032F99;9;JDETMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;wdflbmd16722v_JDE_01;225,845;1,519;934
1EE08602376700B0E005CF9BAC5D2436;32BB3A1088E511E9B77DE3F30A602A88;1;2019/6/7;8:35:49;FA163E4CC4F01ED69CFB209B22247BC9;5CF9BA97BC2CA25EE10000000A602A88;1;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;49,074;2,551;1,822
1EE08602376700B0E005CF9BAC5D2436;32BB3A1088E511E9B77DE3F30A602A88;1;2019/6/7;8:35:49;FA163E4CC4F01ED69CFB209B22247BC9;5CF9BA97BC2CA25EE10000000A602A88;3;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;24,905;1,400;860
1EE08602376700B0E005CF9BAC5D2436;32BB3A1088E511E9B77DE3F30A602A88;1;2019/6/7;8:35:49;FA163E4CC4F01ED69CFB209B22247BC9;5CF9BA97BC2CA25EE10000000A602A88;6;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;9,278,411;34,136;19,670
1EE08602376700B0E005CF9BAC5D2436;32BB3A1088E511E9B77DE3F30A602A88;1;2019/6/7;8:35:49;FA163E4CC4F01ED69CFB209B22247BC9;5CF9BA97BC2CA25EE10000000A602A88;7;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;197,874;1,513;934
1EE08602376700B0E005CF9BAC5D2436;32BB3A1088E511E9B77DE3F30A602A88;1;2019/6/7;8:35:49;FA163E4CC4F01ED69CFB209B22247BC9;5CF9BA97BC2CA25EE10000000A602A88;8;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;18,591;1,359;8,654
1EE08602376700D0E005CF9BAC57795E;58F95B6088F611E9C923E3F30A602A88;1;2019/6/7;8:27:55;FA163E4CC4F01ED69CFB209B22247BC9;5CF96879BAD3A26AE10000000A602A88;1;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT_001;ldcihha_HHA_04;54,687;2,551;1,822
1EE08602376700D0E005CF9BAC57795E;58F95B6088F611E9C923E3F30A602A88;1;2019/6/7;8:27:55;FA163E4CC4F01ED69CFB209B22247BC9;5CF96879BAD3A26AE10000000A602A88;3;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT_001;ldcihha_HHA_04;27,970;1,400;860
1EE08602376700D0E005CF9BAC57795E;58F95B6088F611E9C923E3F30A602A88;1;2019/6/7;8:27:55;FA163E4CC4F01ED69CFB209B22247BC9;5CF96879BAD3A26AE10000000A602A88;6;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT_001;ldcihha_HHA_04;8,867,616;34,137;19,672
1EE08602376700D0E005CF9BAC57795E;58F95B6088F611E9C923E3F30A602A88;1;2019/6/7;8:27:55;FA163E4CC4F01ED69CFB209B22247BC9;5CF96879BAD3A26AE10000000A602A88;7;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT_001;ldcihha_HHA_04;193,457;1,513;934
1EE08602376700D0E005CF9BAC57795E;58F95B6088F611E9C923E3F30A602A88;1;2019/6/7;8:27:55;FA163E4CC4F01ED69CFB209B22247BC9;5CF96879BAD3A26AE10000000A602A88;8;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT_001;ldcihha_HHA_04;22,933;1,359;9,856
1EE0860237670120E005CF9BAC561992;E432BED088E511E9CEEFE3F30A602A88;1;2019/6/7;8:41:08;FA163E4CC4F01ED69CFB209B22247BC9;5CF9E115BB4CA268E10000000A602A88;1;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;55,377;2,551;1,822
1EE0860237670120E005CF9BAC561992;E432BED088E511E9CEEFE3F30A602A88;1;2019/6/7;8:41:08;FA163E4CC4F01ED69CFB209B22247BC9;5CF9E115BB4CA268E10000000A602A88;2;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;28,962;8,287;5,386
1EE0860237670120E005CF9BAC561992;E432BED088E511E9CEEFE3F30A602A88;1;2019/6/7;8:41:08;FA163E4CC4F01ED69CFB209B22247BC9;5CF9E115BB4CA268E10000000A602A88;3;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;31,876;1,531;765
1EE0860237670120E005CF9BAC561992;E432BED088E511E9CEEFE3F30A602A88;1;2019/6/7;8:41:08;FA163E4CC4F01ED69CFB209B22247BC9;5CF9E115BB4CA268E10000000A602A88;8;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;7,625,609;34,139;19,676
1EE0860237670120E005CF9BAC561992;E432BED088E511E9CEEFE3F30A602A88;1;2019/6/7;8:41:08;FA163E4CC4F01ED69CFB209B22247BC9;5CF9E115BB4CA268E10000000A602A88;9;HHATMO;ABAP;254;/SDF/E2E_DISPATCHED_COLLECTOR;/SDF/SAPLEFWK_EXTENSION;SDAGENT;ldcihha_HHA_04;361,075;1,513;934
